ID,building_visited,choice,Speed,Laziness,Destination floor,Fatigue,Luggage,Elevator speed,"Environmental
consciousness",Temperature,Appeal,"Number of people
waiting for the elevator",Peers,measurement_no,Health
LEYNRMbAj,BTK D épület,1,10,0,10,0,0,7,7,10,4,6,no_peers,1,NA
7VBby128o,TÓK,1,10,0,10,5,0,6,9,4,10,0,no_peers,1,NA
pvYAePQl1,BTK F épület,1,2,3,0,7,0,0,2,1,10,0,peers_stairs,1,NA
7VkM8m0ba,PPK Kazinczy utca,1,10,8,0,2,0,7,7,1,10,8,no_peers,1,NA
5NRPENeyJ,TÓK,1,0,0,2,1,1,1,1,5,9,0,peers_stairs,1,NA
LE7G1RvbM,PPK Izabella utca,1,0,1,1,0,0,1,4,0,0,0,no_peers,2,NA
RDmRXd2ZG,Lágymányos Déli Tömb,0,3,3,8,1,5,4,0,0,0,0,no_peers,2,NA
An15a3JD0,Lágymányos Északi Tömb,0,10,2,10,10,5,5,1,2,3,3,peers_elevator,2,NA
RD3LdqvPK,Lágymányos Északi Tömb,0,6,7,2,5,2,4,1,2,0,3,no_peers,2,NA
w66QN3jm5,TÓK,1,6,3,7,6,0,6,7,7,0,9,peers_stairs,2,NA
lKxPY1A35,Lágymányos Déli Tömb,1,6,2,9,5,5,2,7,2,7,8,no_peers,2,NA
LEQAqkdJl,BTK F épület,1,0,0,0,2,0,7,3,0,10,1,no_peers,2,NA
5N1WqDDZR,PPK Izabella utca,0,10,5,7,10,0,9,0,0,0,0,no_peers,2,NA
4Na1PPW6j,Lágymányos Déli Tömb,0,8,8,10,6,0,2,0,0,0,4,no_peers,2,NA
BvAqRAqp4,PPK Izabella utca,1,0,0,0,0,0,7,7,0,2,2,peers_stairs,2,NA
bER8nWXXN,Lágymányos Északi Tömb,0,10,0,6,0,0,10,0,0,0,0,no_peers,2,NA
m5adadPMM,Lágymányos Északi Tömb,1,2,0,0,2,1,7,2,0,0,0,no_peers,2,NA
RDJMyaB2L,TÓK,1,0,0,8,2,0,5,9,5,0,0,peers_stairs,2,NA
lK4doLjXX,PPK Kazinczy utca,1,5,0,2,4,3,6,8,2,4,0,no_peers,2,NA
xXedqr2kR,PPK Kazinczy utca,1,0,0,5,10,7,0,10,0,10,8,peers_stairs,2,NA
jboNJ8p65,PPK Kazinczy utca,1,2,3,7,3,5,2,8,2,4,2,peers_stairs,2,NA
LEG7Jjr0k,TÓK,1,0,0,10,3,0,4,10,6,10,3,peers_stairs,2,NA
8xGMlw33a,BTK Rákóczi utca 5 (R5),0,10,8,10,6,0,6,0,5,0,3,peers_elevator,2,NA
4NxpGMjyB,PPK Kazinczy utca,1,5,7,6,3,4,5,5,0,0,0,peers_stairs,2,NA
lKK6bvYkB,Lágymányos Északi Tömb,1,10,0,0,0,0,10,0,0,0,10,peers_stairs,2,NA
ZwK52xmYq,BTK F épület,1,6,2,1,3,2,3,6,4,8,5,no_peers,2,NA
ZwDD7BoYw,PPK Izabella utca,1,8,3,7,6,6,3,6,3,10,2,no_peers,2,NA
MBBpAA4oY,BTK D épület,1,4,0,7,0,0,5,0,0,0,0,peers_stairs,2,NA
P0wvY8Plx,Lágymányos Északi Tömb,0,2,5,10,7,1,4,5,3,0,4,peers_elevator,2,NA
yeJbexLDj,Lágymányos Északi Tömb,0,10,4,4,10,9,0,4,7,10,5,no_peers,2,NA
4NnrQJoN3,Lágymányos Északi Tömb,0,0,0,10,3,4,6,2,3,1,1,no_peers,2,NA
1mm4R4nwY,Lágymányos Északi Tömb,1,0,0,0,2,1,0,3,2,3,8,peers_elevator,2,NA
pv0vKWrm1,PPK Kazinczy utca,1,0,0,1,2,0,4,1,5,7,4,peers_stairs,2,NA
yeJbexLDj,Lágymányos Északi Tömb,0,10,4,4,10,7,0,4,8,10,6,no_peers,2,NA
w66EQJRyW,Lágymányos Déli Tömb,1,9,3,10,8,3,2,10,8,5,2,no_peers,2,NA
LEpNRVNJK,PPK Kazinczy utca,1,7,0,4,8,10,4,8,2,9,0,peers_stairs,2,NA
rYEKy77q6,PPK Izabella utca,1,3,2,1,7,3,5,5,6,6,0,no_peers,2,NA
WEoLKkAL2,Egyéb:,0,7,4,9,3,0,4,0,0,2,0,no_peers,2,NA
P0PRd5jd8,Lágymányos Déli Tömb,0,10,2,10,7,0,5,0,0,0,0,peers_elevator,2,NA
4NaWnNZa3,Lágymányos Déli Tömb,1,2,1,1,1,5,6,10,2,6,7,no_peers,2,NA
jbVvE7j64,BTK D épület,1,0,1,2,2,0,9,3,2,2,2,no_peers,2,NA
ye7e7rpa0,Lágymányos Északi Tömb,1,6,2,0,1,2,10,6,0,0,0,no_peers,2,NA
m5WAL3brm,PPK Izabella utca,0,5,3,10,10,6,0,3,7,0,10,peers_elevator,2,NA
rYJeYkDkW,BTK C épület,1,5,5,3,4,3,7,5,3,5,0,no_peers,2,NA
P0PRd5jd8,Lágymányos Déli Tömb,0,10,0,10,7,0,5,0,0,0,0,peers_elevator,2,NA
lKM7vwBwL,TÓK,1,10,0,5,7,0,0,5,0,7,10,peers_stairs,2,NA
pvvWlbeL6,TÓK,0,7,10,8,10,7,4,3,8,5,6,peers_elevator,2,NA
28Lqwa1rn,PPK Kazinczy utca,0,10,9,7,10,6,3,0,0,0,3,no_peers,2,NA
28prNjaon,TÓK,0,10,5,5,10,10,0,5,5,0,5,peers_elevator,2,NA
rYexmQqjq,Lágymányos Déli Tömb,1,0,3,2,6,0,0,1,1,6,2,no_peers,2,NA
lKMmZ300L,Lágymányos Déli Tömb,1,7,1,2,1,1,5,5,1,3,10,no_peers,2,NA
xXmRpaD7q,BTK Rákóczi utca 5 (R5),1,4,4,0,4,0,10,10,0,4,0,no_peers,2,NA
RD02PnRda,Lágymányos Északi Tömb,0,0,10,10,8,1,3,5,0,0,10,peers_elevator,2,NA
RDj873jo2,BTK D épület,1,7,6,5,10,6,3,10,7,3,0,no_peers,2,NA
rYoZP6mQ5,BTK Rákóczi utca 5 (R5),0,10,5,5,8,2,1,1,3,2,2,peers_elevator,2,NA
YwPWjpv47,Lágymányos Déli Tömb,1,6,2,1,2,0,9,8,8,5,0,no_peers,2,NA
m54v4NXbY,PPK Izabella utca,1,7,2,6,4,6,5,7,5,7,5,no_peers,2,NA
YwPWjpv47,Lágymányos Déli Tömb,1,1,1,1,1,0,9,8,9,5,0,no_peers,2,NA
m5xZlbX5m,PPK Kazinczy utca,1,5,0,0,0,0,0,10,10,3,10,no_peers,2,NA
1mZkvd6Xq,Lágymányos Déli Tömb,1,3,3,2,6,3,2,7,1,2,4,peers_stairs,2,NA
bE1ED3n2K,PPK Kazinczy utca,1,4,2,4,2,0,5,6,1,3,7,peers_stairs,2,NA
e4AoNV11y,Lágymányos Északi Tömb,0,5,7,7,7,2,2,2,1,2,4,peers_elevator,2,NA
bEEWNpo4Y,Egyéb:,1,4,0,7,0,0,7,10,0,9,6,peers_stairs,2,NA
E8X7JoZDQ,BTK D épület,1,6,5,2,10,1,5,6,5,6,0,no_peers,2,NA
m5j7oGA1M,BTK Rákóczi utca 5 (R5),0,10,0,9,2,0,4,1,0,3,10,peers_elevator,2,NA
orD2VnvQ3,Lágymányos Déli Tömb,1,3,3,5,5,2,5,5,5,3,3,NA,2,NA
w6YQbQD3Z,PPK Kazinczy utca,0,3,10,1,0,0,6,0,0,0,0,no_peers,2,NA
ZweD46Kn8,PPK Kazinczy utca,1,0,0,3,3,0,1,2,0,0,4,peers_elevator,2,NA
8xVK1apdZ,BTK Rákóczi utca 5 (R5),0,10,7,7,7,0,5,1,8,5,0,no_peers,2,NA
GnayyPn41,Lágymányos Déli Tömb,1,0,0,0,0,0,6,5,0,0,0,peers_stairs,2,NA
RDDA6xVaK,Lágymányos Déli Tömb,0,10,4,10,5,3,10,3,0,2,10,peers_elevator,2,NA
qNPeoVq37,Lágymányos Északi Tömb,0,3,2,6,4,1,7,0,2,0,8,peers_elevator,2,NA
orw41QoRW,BTK Rákóczi utca 5 (R5),1,0,0,10,0,6,3,0,0,0,0,no_peers,2,NA
lKK8wyn05,PPK Izabella utca,1,0,0,0,0,2,6,10,2,6,4,no_peers,2,NA
MBym1rbko,PPK Kazinczy utca,1,0,0,3,4,4,0,10,0,5,0,no_peers,2,NA
GnN2GYnkP,Lágymányos Északi Tömb,0,10,1,10,0,8,0,0,0,0,0,peers_elevator,2,NA
JNe57ZbWG,Egyéb:,1,3,3,10,6,1,5,10,2,2,0,peers_stairs,2,NA
ZwRRkJ5xw,Egyéb:,0,10,3,10,3,0,2,0,0,0,2,peers_elevator,2,NA
yeL2QZ5JK,PPK Kazinczy utca,1,0,0,2,1,0,1,10,0,0,0,no_peers,2,NA
LE7nkPm8K,BTK Rákóczi utca 5 (R5),1,0,0,0,0,0,6,0,0,2,0,no_peers,2,NA
7Vvnw5DP4,Lágymányos Déli Tömb,1,0,3,0,5,2,5,5,2,5,2,peers_stairs,2,NA
xXG4pRywA,BTK Rákóczi utca 5 (R5),0,10,6,10,8,1,8,8,10,3,3,peers_elevator,2,NA
qNrP7ryDP,Lágymányos Déli Tömb,1,5,3,1,5,0,5,2,1,3,2,peers_stairs,2,NA
28vpj8vwy,Lágymányos Déli Tömb,1,6,3,3,3,1,5,0,2,0,2,no_peers,2,NA
jb3DJD1lr,"BGGYK A, B épület",0,10,10,10,10,4,2,0,3,0,2,peers_elevator,2,NA
jbAvGDqyZ,BTK Rákóczi utca 5 (R5),0,10,10,10,10,1,4,3,4,2,2,peers_elevator,2,NA
LEeNjQ012,PPK Izabella utca,1,0,0,0,0,0,4,1,0,6,0,no_peers,2,NA
m5pkPpbmM,PPK Izabella utca,0,9,2,10,6,5,10,0,0,0,0,no_peers,2,NA
bEaGXp7mw,Lágymányos Déli Tömb,1,5,3,0,3,1,9,7,2,4,1,no_peers,2,NA
m526yXraM,Lágymányos Déli Tömb,1,0,0,1,0,0,2,3,0,2,2,peers_stairs,2,NA
5NL3L7lvm,PPK Izabella utca,1,4,1,8,5,0,5,8,5,2,0,no_peers,2,NA
yeK863Lw3,Lágymányos Déli Tömb,1,6,3,3,4,4,5,8,4,3,4,no_peers,2,NA
28V7PMo7x,Lágymányos Északi Tömb,1,1,1,6,1,0,10,10,9,3,0,peers_stairs,2,NA
5NWdqeKJJ,Lágymányos Északi Tömb,1,6,1,0,6,3,7,10,7,9,9,peers_stairs,2,NA
An5EAD0Yy,BTK Rákóczi utca 5 (R5),0,0,0,10,0,10,0,0,10,0,0,no_peers,2,NA
GnYD4ylKq,Lágymányos Északi Tömb,1,0,3,3,9,7,3,8,5,9,3,peers_stairs,2,NA
GnVB1ddV7,PPK Izabella utca,1,9,0,2,0,5,4,6,0,5,0,peers_stairs,2,NA
E80yJk3Bk,BTK Rákóczi utca 5 (R5),1,7,3,0,5,3,2,2,4,1,5,no_peers,2,NA
BvXP2m2RB,TÓK,1,10,6,10,10,5,0,10,5,9,10,no_peers,2,NA
Zwl4wony4,Lágymányos Északi Tömb,0,2,0,10,3,0,5,4,0,3,0,peers_elevator,2,NA
28VEwdA6o,Lágymányos Déli Tömb,1,10,0,4,0,0,5,2,0,0,1,no_peers,2,NA
jbJ58GADZ,PPK Izabella utca,1,1,2,10,10,4,5,5,10,10,0,no_peers,2,NA
rYLL1YWq7,BGGYK C épület,1,4,2,0,1,1,10,7,0,7,1,no_peers,2,NA
aEkjKGE80,Lágymányos Déli Tömb,1,9,0,7,7,0,0,5,5,5,7,no_peers,2,NA
yeQqnbexL,PPK Izabella utca,0,4,10,8,9,0,8,5,4,0,0,peers_elevator,2,NA
ora42r5eW,TÓK,1,7,4,7,5,6,1,3,2,3,3,no_peers,2,NA
rYBw7xP1e,"BGGYK A, B épület",0,7,10,10,10,10,10,0,10,0,6,peers_elevator,2,NA
RDVd2AaVL,"BGGYK A, B épület",0,5,8,10,7,6,3,3,6,2,4,peers_elevator,2,NA
7Vk7rKppr,Lágymányos Déli Tömb,1,0,2,0,4,0,0,0,0,5,7,no_peers,2,NA
7Vme3bVVv,"BGGYK A, B épület",1,8,5,2,6,5,7,3,5,2,4,no_peers,2,NA
7VwYnDXDv,BTK D épület,1,0,0,0,10,0,0,3,10,10,0,no_peers,2,NA
YwKpYK80X,Lágymányos Északi Tömb,1,8,2,0,1,0,0,4,0,1,8,no_peers,2,NA
BvlPdqPqx,Lágymányos Déli Tömb,1,5,4,1,7,0,10,10,5,5,10,peers_stairs,2,NA
7VeE0Ppea,Lágymányos Déli Tömb,1,10,0,2,3,0,10,10,0,6,0,no_peers,2,NA
VkVmr1ZZb,BTK Rákóczi utca 5 (R5),0,2,0,10,1,0,7,3,0,2,1,no_peers,2,NA
qNeq42p4R,Lágymányos Déli Tömb,0,10,2,10,4,0,1,0,0,5,0,no_peers,2,NA
m5J21qYvm,BTK Rákóczi utca 5 (R5),0,0,8,10,6,0,4,3,0,5,5,peers_elevator,2,NA
nWPvK5e6M,PPK Izabella utca,1,4,2,3,2,0,5,6,0,6,0,no_peers,2,NA
Q3vdE3WBn,PPK Kazinczy utca,1,1,0,8,7,0,8,8,6,3,2,no_peers,2,NA
288DpnWYn,TÓK,1,0,0,0,0,3,3,2,2,9,3,no_peers,2,NA
8xGkp2YMm,PPK Izabella utca,1,6,4,4,2,4,5,6,3,5,1,no_peers,2,NA
8x5WMNp80,PPK Izabella utca,0,0,8,6,6,0,4,0,0,0,0,peers_elevator,2,NA
ZwDqq7ave,BTK F épület,1,3,4,2,7,2,2,8,7,2,4,peers_stairs,2,NA
JNamvbDBo,PPK Kazinczy utca,1,9,0,6,1,1,0,8,6,6,3,peers_stairs,2,NA
lKDJ6Y207,Lágymányos Északi Tömb,1,10,0,2,0,0,0,5,0,0,5,no_peers,2,NA
JN2G27358,Lágymányos Északi Tömb,0,7,10,10,10,10,8,0,10,0,10,peers_elevator,2,NA
Q3K2DA0Jr,Lágymányos Déli Tömb,1,3,2,2,4,2,4,2,4,2,3,no_peers,2,NA
4NajwMaaM,"BGGYK A, B épület",1,0,10,3,8,0,3,8,0,5,1,peers_stairs,2,NA
rYP8bdJav,PPK Izabella utca,1,10,0,5,2,0,2,10,0,0,0,no_peers,2,NA
Zww83a578,BTK Rákóczi utca 5 (R5),0,5,0,3,7,0,5,1,0,1,3,no_peers,2,NA
LE03rGleK,BTK C épület,1,8,5,1,0,0,5,9,5,10,5,peers_stairs,2,NA
E804W5EB3,PPK Izabella utca,1,1,0,1,1,1,1,4,0,2,0,no_peers,2,NA
nWlXbWDG2,PPK Izabella utca,1,0,0,0,5,0,5,10,10,10,0,no_peers,2,NA
RDJwdYBoG,Lágymányos Déli Tömb,0,6,4,5,6,6,3,5,7,1,2,no_peers,2,NA
lKB1Pjlj7,PPK Izabella utca,0,0,10,10,10,2,10,0,0,0,0,peers_elevator,2,NA
nWlXbWDG2,PPK Izabella utca,1,0,0,0,0,0,5,10,10,10,0,no_peers,2,NA
e4qYJdW10,Lágymányos Északi Tömb,1,0,0,0,0,1,3,0,0,0,0,peers_stairs,2,NA
orrPKaZbr,PPK Izabella utca,1,7,6,9,8,3,6,9,6,8,2,no_peers,2,NA
GnyoV5Aaq,Lágymányos Északi Tömb,0,6,7,9,6,1,3,1,0,0,1,no_peers,2,NA
aEK7x3qRD,Lágymányos Déli Tömb,1,10,0,0,0,0,0,0,0,5,4,no_peers,2,NA
P0J1Mv5EX,"BGGYK A, B épület",1,0,0,0,1,1,8,8,0,0,0,peers_stairs,2,NA
AnWnkPQw0,Egyéb:,0,0,3,10,4,6,5,3,0,0,0,peers_elevator,2,NA
pvKVnxmJN,PPK Kazinczy utca,1,1,1,8,5,0,7,9,1,7,1,NA,2,NA
nWGXLRPX7,PPK Izabella utca,1,0,0,6,2,0,5,7,2,5,7,peers_elevator,2,NA
nWbNVR837,PPK Kazinczy utca,1,0,0,0,0,0,9,3,0,0,0,peers_stairs,2,NA
yeJWQydBm,"BGGYK A, B épület",0,0,10,0,10,3,0,6,7,0,4,no_peers,2,NA
JNvwRG7QD,TÓK,1,1,3,0,2,0,6,10,0,7,5,peers_stairs,2,NA
xXAoALMN8,Lágymányos Északi Tömb,0,5,5,9,8,9,5,5,5,2,5,no_peers,2,NA
jbxdd36Jo,BTK Rákóczi utca 5 (R5),0,7,7,9,6,3,7,0,0,0,2,peers_elevator,2,NA
jbEqaNnER,Egyéb:,0,8,6,8,9,9,7,5,8,5,6,peers_elevator,2,NA
8xjRddjo0,BTK Rákóczi utca 5 (R5),0,9,9,9,9,9,3,0,3,0,3,peers_elevator,2,NA
VkrYlbQ22,BTK C épület,1,6,0,7,3,3,5,8,0,7,0,peers_stairs,2,NA
jbbXJKo67,BTK Rákóczi utca 5 (R5),0,0,10,0,0,0,8,0,0,0,0,peers_elevator,2,NA
WEelbZnp8,BTK Rákóczi utca 5 (R5),1,3,0,0,0,0,7,4,0,0,0,no_peers,2,NA
AnVpwaY1a,PPK Kazinczy utca,1,6,3,4,3,6,7,8,5,7,8,no_peers,2,NA
E81lQnPVA,TÓK,0,0,4,8,6,3,3,0,0,3,0,peers_elevator,2,NA
28lJ3lKlM,TÓK,1,3,0,10,3,0,1,10,10,10,1,no_peers,2,NA
lKe7ZPaDY,BTK Rákóczi utca 5 (R5),1,4,3,6,4,4,7,5,2,3,6,no_peers,2,NA
AnxGKWe10,PPK Izabella utca,1,7,0,6,6,6,4,10,5,9,3,no_peers,2,NA
WEaJjw5Nj,Lágymányos Déli Tömb,1,9,5,5,6,7,3,10,2,2,2,no_peers,2,NA
BvjWG6P1P,Lágymányos Déli Tömb,1,10,0,8,10,3,8,0,7,10,8,no_peers,2,NA
Q38VlxjXX,Lágymányos Déli Tömb,0,8,9,8,10,7,4,0,3,1,0,peers_elevator,2,NA
Bv414Jovw,Lágymányos Déli Tömb,1,2,4,1,3,0,6,5,1,1,1,no_peers,2,NA
w6kjMDq1Z,PPK Kazinczy utca,1,6,4,3,8,3,4,5,4,5,2,no_peers,2,NA
yeYPYDK6p,Lágymányos Déli Tömb,1,4,1,0,2,3,6,9,5,4,5,peers_stairs,2,NA
yeYPYDK6p,Lágymányos Déli Tömb,1,3,3,3,3,2,4,6,4,3,5,peers_stairs,2,NA
E8WnW6LnZ,BGGYK C épület,1,0,0,2,10,5,7,10,10,5,5,peers_elevator,2,NA
8xVYwxqQG,"BGGYK A, B épület",1,9,9,10,6,1,7,2,2,1,1,no_peers,2,NA
E8WnW6LnZ,BGGYK C épület,1,2,5,2,10,5,7,10,10,5,5,peers_elevator,2,NA
8xPD2xGKE,Lágymányos Déli Tömb,1,9,3,0,3,0,6,3,2,0,4,no_peers,2,NA
xXedqr2kR,PPK Kazinczy utca,1,0,0,4,0,8,0,10,0,10,8,peers_stairs,2,NA
aEYx5AavL,PPK Kazinczy utca,1,3,1,2,3,5,3,1,2,6,2,peers_stairs,2,NA
WE6rreKJJ,Lágymányos Északi Tömb,0,10,10,10,10,0,7,0,0,8,0,peers_elevator,2,NA
7Vkyxm4Mv,TÓK,1,5,2,2,2,4,3,3,2,7,0,no_peers,2,NA
aEQ5BDJdB,Lágymányos Északi Tömb,1,5,3,0,0,0,10,10,0,0,0,no_peers,2,NA
VkQ260p0v,PPK Kazinczy utca,1,5,7,3,10,3,5,4,7,8,3,no_peers,2,NA
GnGDPvBZ7,"BGGYK A, B épület",1,2,2,2,7,2,9,6,3,5,2,no_peers,2,NA
bEmqb6KLw,"BGGYK A, B épület",1,6,6,7,5,7,8,10,7,0,0,no_peers,2,NA
WEAaabR48,BTK C épület,0,5,6,10,6,4,0,0,4,5,0,no_peers,2,NA
aEVoKx4NB,BTK F épület,1,0,0,2,3,2,5,3,1,7,2,peers_stairs,2,NA
5NrjyvqWL,Lágymányos Déli Tömb,1,0,0,9,7,0,2,5,5,2,0,no_peers,2,NA
7Vbw1xQMB,PPK Kazinczy utca,1,3,10,4,7,1,5,5,0,0,0,no_peers,2,NA
lKZ1bAMPW,PPK Kazinczy utca,1,1,4,2,3,0,6,7,0,3,1,peers_stairs,2,NA
AnpBjMPQZ,TÓK,1,3,3,3,3,3,3,3,2,2,1,peers_stairs,2,NA
nWG1Jlypd,Lágymányos Északi Tömb,1,7,2,5,6,2,3,10,2,2,10,no_peers,2,NA
nW10b0reX,Lágymányos Északi Tömb,1,8,2,0,4,0,2,5,0,4,10,peers_stairs,2,NA
WEDxJX7Mj,Egyéb:,0,10,10,10,10,0,1,0,10,0,10,peers_elevator,2,NA
YwVQrpWxd,TÓK,1,2,3,9,8,5,5,4,7,8,0,no_peers,2,NA
LE80ldkR7,TÓK,1,0,0,4,4,0,5,10,5,8,7,peers_stairs,2,NA
P0lrP1NME,BTK Rákóczi utca 5 (R5),0,10,4,10,5,7,5,2,0,3,4,peers_elevator,2,NA
E8LoemDp3,Lágymányos Déli Tömb,0,0,0,0,0,0,10,0,0,0,0,no_peers,2,NA
Zw6wnKP4e,PPK Izabella utca,0,3,7,4,5,8,5,0,0,0,0,peers_elevator,2,NA
w60AvJ1YZ,BTK Rákóczi utca 5 (R5),0,4,9,9,9,5,7,3,3,3,3,no_peers,2,NA
aEbnemom5,Lágymányos Északi Tömb,1,7,2,1,6,0,2,8,0,4,0,no_peers,2,NA
4NZ77lqXy,BTK Rákóczi utca 5 (R5),0,10,8,10,6,5,6,0,7,2,1,peers_elevator,2,NA
28r57BmMo,PPK Izabella utca,1,0,7,6,6,0,5,8,0,9,3,peers_stairs,2,NA
v04pRXm87,PPK Kazinczy utca,0,7,6,6,8,4,6,3,5,7,8,peers_elevator,2,NA
nWwX355wM,Lágymányos Déli Tömb,1,0,0,0,0,2,3,8,0,0,0,no_peers,2,NA
288Dq02ko,TÓK,1,7,2,9,8,7,4,9,6,6,0,no_peers,2,NA
w6e25Rpy3,PPK Izabella utca,1,6,0,9,6,1,8,5,5,7,0,peers_stairs,2,NA
e4kab1lk6,TÓK,0,7,7,10,10,10,10,0,6,8,6,peers_stairs,2,NA
e4kab1lk6,TÓK,0,10,8,10,10,10,10,0,4,6,6,peers_stairs,2,NA
rY7qaP4vW,Lágymányos Északi Tömb,0,10,3,10,5,6,4,2,3,1,3,peers_elevator,2,NA
7VvKnEW50,Lágymányos Déli Tömb,1,3,3,2,5,2,5,4,4,4,4,peers_stairs,2,NA
8x8RddbEG,Lágymányos Déli Tömb,1,0,0,2,7,0,5,10,0,0,0,peers_stairs,2,NA
WE6LWvVAE,PPK Kazinczy utca,1,0,0,2,2,1,1,0,3,0,1,no_peers,2,NA
v00badX7n,BGGYK C épület,1,0,0,1,4,5,3,8,3,5,7,peers_stairs,2,NA
JN4lDolMx,Lágymányos Déli Tömb,0,4,7,10,8,2,2,2,9,0,10,no_peers,2,NA
7VwMVyX2n,PPK Kazinczy utca,0,0,4,2,2,1,10,0,1,5,2,peers_elevator,2,NA
jbB1yPkp5,Lágymányos Déli Tömb,0,7,6,5,6,5,4,2,4,3,4,no_peers,2,NA
28vJPEVyo,Lágymányos Déli Tömb,1,5,4,7,3,3,3,5,3,2,6,no_peers,2,NA
Anlw8Epwy,TÓK,1,6,0,7,5,4,2,8,2,8,5,no_peers,2,NA
rYemV7qL5,PPK Kazinczy utca,1,3,3,5,4,5,4,7,1,4,3,no_peers,2,NA
28WRBBAmV,Lágymányos Déli Tömb,1,0,0,0,0,0,1,1,5,2,1,no_peers,2,NA
E8B73NbxJ,TÓK,1,3,3,3,4,2,3,1,1,0,0,peers_stairs,2,NA
xXYwL50k1,PPK Kazinczy utca,0,8,6,3,5,1,7,5,9,4,7,peers_elevator,2,NA
8xB2q6Mo8,PPK Kazinczy utca,1,0,0,2,8,7,10,9,8,5,1,no_peers,2,NA
e4bAxErq6,Lágymányos Déli Tömb,1,10,10,6,8,9,1,7,6,2,7,peers_stairs,2,NA
v0mJ8ynWM,PPK Kazinczy utca,1,0,0,0,0,0,5,10,0,0,0,no_peers,2,NA
Q3lBNlKq2,BTK Rákóczi utca 5 (R5),0,10,0,3,10,0,10,0,0,0,0,no_peers,2,NA
or7VGVJaM,BTK Rákóczi utca 5 (R5),0,8,2,10,7,4,3,3,3,0,7,peers_elevator,2,NA
28YVrWdYA,PPK Izabella utca,1,8,1,5,7,0,6,10,5,6,2,no_peers,2,NA
5NN6Vk3xL,Lágymányos Déli Tömb,1,6,3,5,3,3,3,3,4,3,4,no_peers,2,NA
280MMnE0r,PPK Izabella utca,0,3,7,4,5,2,3,3,3,4,7,peers_elevator,2,NA
jbbZ2Ax4r,Lágymányos Déli Tömb,0,0,0,0,0,0,0,7,0,7,0,peers_stairs,2,NA
Zw7WLYKGZ,"BGGYK A, B épület",1,7,1,4,10,10,0,7,7,0,0,peers_stairs,2,NA
v0032QZGe,Lágymányos Déli Tömb,1,8,0,6,6,0,4,6,0,6,0,no_peers,2,NA
JN5n07XkD,PPK Kazinczy utca,1,3,3,4,5,4,3,5,5,0,0,peers_elevator,2,NA
5NNJLPDxV,PPK Kazinczy utca,1,5,0,6,8,3,4,7,7,4,5,no_peers,2,NA
AnEbYmj4d,Lágymányos Déli Tömb,0,7,3,5,10,6,5,1,1,1,6,no_peers,2,NA
MBqqa5Vqn,PPK Kazinczy utca,0,7,7,6,9,0,7,0,0,0,0,NA,2,NA
VkwNNXLXv,BTK Rákóczi utca 5 (R5),0,5,8,9,7,6,10,1,2,1,2,peers_elevator,2,NA
8x67KW6jZ,Lágymányos Déli Tömb,1,0,0,0,0,1,2,6,0,0,1,no_peers,2,NA
281npYAej,Lágymányos Déli Tömb,1,4,3,3,4,7,4,6,2,3,3,peers_stairs,2,NA
P0aZRWy4v,PPK Izabella utca,1,6,1,5,7,7,6,7,0,0,0,peers_stairs,2,NA
ZwkNE46ZB,Lágymányos Déli Tömb,1,4,0,2,2,2,0,1,2,3,2,no_peers,2,NA
WEaJjw5Nj,Lágymányos Déli Tömb,1,2,7,5,5,7,4,10,2,3,2,no_peers,2,NA
Zw6Pxn5EZ,Lágymányos Déli Tömb,1,10,10,7,7,3,7,2,2,0,0,peers_elevator,2,NA
MBqo3ZVM0,Egyéb:,0,6,1,6,8,0,0,0,0,0,0,no_peers,2,NA
Gn8wk76rm,BGGYK C épület,1,5,2,0,7,3,0,6,5,2,0,no_peers,2,NA
JN1b7KJqv,Egyéb:,0,0,6,10,10,0,7,3,4,3,0,no_peers,2,NA
LEBeodKaj,TÓK,0,6,10,10,6,10,3,2,7,2,1,peers_elevator,2,NA
Vk27byM3N,BTK Rákóczi utca 5 (R5),0,5,0,10,5,10,10,0,6,0,0,no_peers,2,NA
w6PM2rGq3,BTK Rákóczi utca 5 (R5),1,2,0,3,3,2,2,10,3,5,2,no_peers,2,NA
rYBZQomLv,PPK Kazinczy utca,1,7,2,5,5,1,2,6,0,3,0,NA,2,NA
m5WAL3brm,PPK Kazinczy utca,0,8,8,10,10,6,8,0,0,0,2,no_peers,2,NA
MBNEkjnBA,Egyéb:,0,8,5,10,10,10,8,0,0,5,10,peers_elevator,2,NA
Q3WW4KrvZ,BTK Rákóczi utca 5 (R5),0,10,1,10,6,0,0,9,0,0,0,no_peers,2,NA
4Ny7KWnyV,TÓK,0,10,7,10,6,7,10,0,9,0,0,peers_elevator,2,NA
Gn5GQBxv7,Lágymányos Északi Tömb,0,7,0,10,6,0,0,0,4,2,10,peers_elevator,2,NA
WEo0Y8JxJ,BTK Rákóczi utca 5 (R5),0,1,8,5,8,1,8,1,1,0,0,no_peers,2,NA
yeWnJ8elK,BTK Rákóczi utca 5 (R5),1,0,0,0,0,0,10,0,0,0,10,no_peers,2,NA
7VBby128o,TÓK,1,2,4,2,4,2,0,4,3,10,0,no_peers,2,NA
281npYAej,Lágymányos Déli Tömb,0,4,7,4,6,5,4,4,0,0,2,peers_elevator,3,NA
P0ZqMN23E,PPK Izabella utca,1,1,1,0,1,1,5,6,0,2,0,no_peers,3,NA
